image_path,brightness,contrast,face_detected
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_059.jpg,209.6296236282579,66.19401212346035,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_060.jpg,225.18142146776407,37.924667724789714,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_061.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_062.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_063.jpg,217.21210476680383,57.7714409356434,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_064.jpg,204.21529320987653,55.86616491122008,0.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_065.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_066.jpg,201.30255229766803,64.41086099548292,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_067.jpg,119.62836505486969,75.17700568837206,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_068.jpg,228.91856395747598,35.12318749984557,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_069.jpg,217.91011145404664,45.56609581411298,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_070.jpg,219.00563580246913,44.37634144977581,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_071.jpg,223.67985322359397,36.15605699999964,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_072.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_073.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_074.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_075.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_076.jpg,221.116816872428,57.99363589942212,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_077.jpg,199.41347119341563,55.9367287108446,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_078.jpg,212.91730795610425,49.003313595398694,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_079.jpg,223.65687379972564,35.65445546883579,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_080.jpg,223.04636282578875,38.3377302506247,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_081.jpg,199.92525925925926,57.77242129160179,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_082.jpg,206.28107613168723,56.47286695763243,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_083.jpg,195.4221598079561,61.89858880548019,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_084.jpg,215.82339917695472,45.6179455803361,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_085.jpg,210.1033024691358,50.031617547022805,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_086.jpg,222.9696488340192,50.681781991884066,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_087.jpg,201.64389231824418,76.55179473704447,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_088.jpg,191.6950925925926,80.12582366530668,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_089.jpg,206.68701131687243,66.0467300770614,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_090.jpg,203.47914523319616,78.38104102946696,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_091.jpg,216.47582218792866,57.471049441547855,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_092.jpg,213.92769290123456,61.049884974044126,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_093.jpg,221.17849279835391,64.63690401219867,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_094.jpg,223.18066015089164,62.92639675796876,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_095.jpg,215.2353009259259,61.45635154556991,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_096.jpg,174.041140260631,50.327884661259645,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_097.jpg,238.36191186556928,54.928301935594995,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_098.jpg,211.49965706447188,56.91387447325613,0.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_099.jpg,188.50380401234568,67.7487250177473,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_100.jpg,130.49864197530863,79.7678113209983,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_101.jpg,100.56884859396433,79.56338979502682,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_102.jpg,129.71015174897119,67.29081953515652,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_103.jpg,114.64530092592592,87.69742032119456,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_104.jpg,148.68549382716049,85.71740356599314,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_105.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_106.jpg,119.62836505486969,75.17700568837206,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_107.jpg,89.89926611796982,65.74278115734926,0.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_108.jpg,137.66165037722908,96.6484093339285,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_109.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_110.jpg,197.76646347736624,50.60970641327263,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_111.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_112.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_113.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_114.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_115.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_116.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_117.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_118.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_119.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_120.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_121.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_122.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_123.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_124.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_125.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_126.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_127.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_128.jpg,,,
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_129.jpg,218.34699588477366,56.162333055832974,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_130.jpg,225.15176354595337,56.457853153279814,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_131.jpg,211.29384516460905,61.02890893266723,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_132.jpg,197.7981541495199,71.85112553899728,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_133.jpg,222.5326603223594,52.84684338903913,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_134.jpg,225.46898919753087,56.29843735949244,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_135.jpg,199.16020833333334,78.36523087778973,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_136.jpg,184.78842764060357,45.03485224160491,1.0
C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_137.jpg,210.40708333333333,56.22523186620081,0.0
